crop,state_name,season,nitrogen,phosphorous,potassium,temperature_c,humidity,ph,rainfall_mm,moisture 
Orange,Andhra Pradesh,Whole Year,17.18,16.25,25.7,14.23,80.38,5.77,123.22,28.11
Jute,West Bengal,Kharif,71.35,32.46,39.02,30.53,98.0,6.16,230.98,34.59
Blackgram,Odisha,Summer,24.26,69.08,23.82,31.07,62.71,7.06,64.19,24.99
Coconut,Kerala,Whole Year,33.46,32.08,46.21,24.73,90.28,6.49,194.8,27.87
Lentil,Nagaland,Rabi,18.82,69.39,21.16,29.24,59.65,6.95,24.3,14.84
Banana,Madhya Pradesh,Whole Year,53.82,93.48,41.73,25.89,91.96,6.12,130.24,30.19
Apple,Tamil Nadu,Whole Year,10.0,116.93,169.06,23.32,87.51,6.0,105.0,30.24
Lentil,Uttarakhand,Rabi,36.21,62.74,27.99,24.4,69.27,5.96,54.99,21.0
Lentil,Uttarakhand,Rabi,10.0,59.06,14.86,27.92,67.45,6.75,61.76,26.66
Apple,Tamil Nadu,Whole Year,10.0,111.74,174.13,27.76,91.02,5.54,139.58,28.26
Banana,Bihar,Whole Year,68.45,75.87,42.17,26.93,83.79,5.82,117.08,30.3
Jute,West Bengal,Kharif,66.28,52.35,44.61,23.87,89.57,6.17,153.16,36.37
Jute,Assam,Kharif,72.33,48.34,55.99,27.69,92.84,6.27,198.61,33.9
Coffee,Kerala,Whole Year,83.93,35.05,34.21,21.64,78.62,7.14,156.55,18.98
Coffee,Kerala,Whole Year,113.51,21.19,44.22,25.91,83.59,7.77,140.58,33.81
Rice,Madhya Pradesh,Kharif,76.65,56.73,43.68,29.19,83.36,7.64,273.23,34.7
Banana,Madhya Pradesh,Whole Year,71.26,89.85,60.0,30.39,92.71,5.76,136.76,32.82
Banana,Tamil Nadu,Whole Year,50.29,75.91,61.22,18.45,87.67,6.5,113.4,30.19
Apple,Tamil Nadu,Whole Year,10.0,116.93,169.06,23.32,87.51,6.0,105.0,30.24
Rice,Assam,Autumn,98.63,53.48,52.91,20.12,77.33,6.31,173.33,32.14
Banana,Tamil Nadu,Whole Year,73.63,80.13,55.65,24.57,82.57,5.69,122.32,19.08
Coconut,Kerala,Whole Year,40.44,18.57,17.41,28.37,89.26,6.27,191.1,35.6
Maize,Bihar,Summer,63.53,53.1,19.04,30.72,61.56,6.34,84.49,24.59
Jute,Assam,Kharif,75.56,53.81,37.94,23.44,96.27,7.38,223.52,36.54
Papaya,Andhra Pradesh,Whole Year,58.71,69.19,53.36,40.0,86.37,6.21,68.16,14.82
Coffee,Kerala,Whole Year,84.8,31.85,45.51,28.26,45.4,6.4,286.04,29.18
Lentil,Nagaland,Rabi,17.29,55.18,28.22,23.29,76.61,6.58,62.79,19.62
Apple,Tamil Nadu,Whole Year,10.0,111.74,174.13,27.76,91.02,5.54,139.58,28.26
Rice,Bihar,Autumn,60.45,81.64,44.43,21.19,82.52,4.69,228.74,30.68
Apple,Tamil Nadu,Whole Year,35.71,102.26,171.16,23.43,87.3,5.68,143.25,22.13
Coconut,Kerala,Whole Year,27.55,21.18,30.34,29.6,93.34,5.35,264.0,26.75
Blackgram,Madhya Pradesh,Kharif,27.63,85.19,25.78,28.04,79.28,6.58,124.17,27.58
Coconut,Dadra and Nagar Haveli,Kharif,38.04,5.0,40.4,29.85,90.82,5.75,141.82,26.98
Maize,Mizoram,Kharif,56.29,53.37,32.29,29.22,74.6,5.96,162.03,29.52
Maize,Madhya Pradesh,Kharif,78.19,42.2,27.79,23.2,90.32,6.11,112.72,28.49
Coconut,Karnataka,Whole Year,49.4,43.04,51.45,24.39,98.0,6.68,113.87,27.56
Apple,Tamil Nadu,Whole Year,10.0,116.93,169.06,23.32,87.51,6.0,105.0,30.24
Rice,Bihar,Summer,89.78,44.85,42.24,25.24,77.88,5.29,170.34,29.29
Rice,Assam,Autumn,91.1,65.29,42.62,19.69,86.07,6.99,151.48,36.57
Lentil,Uttarakhand,Rabi,38.29,30.68,34.39,19.11,59.33,6.31,65.62,20.1
Banana,Bihar,Whole Year,101.42,83.83,48.6,27.1,86.76,5.94,150.06,26.67
Rice,Odisha,Summer,45.78,74.93,30.45,25.23,68.37,6.27,258.01,29.01
Papaya,Rajasthan,Whole Year,36.74,58.52,48.04,40.0,85.05,6.94,20.0,18.58
Coffee,Kerala,Whole Year,62.65,50.32,45.52,27.3,66.51,6.25,168.29,26.58
Rice,Andhra Pradesh,Kharif,53.27,47.64,33.01,24.43,93.32,5.67,184.78,38.29
Grapes,Maharashtra,Whole Year,30.62,108.64,159.84,38.29,86.34,6.18,84.65,27.78
Papaya,Assam,Whole Year,23.29,56.64,60.92,13.4,93.28,6.64,86.01,22.83
Banana,Chhattisgarh,Whole Year,90.95,85.55,53.11,25.2,72.36,6.81,63.59,20.76
Jute,Bihar,Kharif,64.69,51.41,38.05,27.67,73.97,6.33,203.1,30.85
Grapes,Maharashtra,Whole Year,10.28,108.68,169.42,30.56,80.73,6.34,73.09,20.02
Apple,Tamil Nadu,Whole Year,35.71,102.26,171.16,23.43,87.3,5.68,143.25,22.13
Banana,Karnataka,Whole Year,101.98,62.98,44.81,28.69,79.94,5.55,104.18,31.96
Coconut,Tamil Nadu,Whole Year,10.64,5.0,39.55,24.44,80.42,6.22,196.44,37.99
Rice,Punjab,Kharif,77.87,46.42,35.35,28.89,92.47,5.09,300.0,41.2
Jute,Bihar,Kharif,74.6,83.32,48.02,28.85,92.68,5.96,212.03,30.0
Maize,Uttar Pradesh,Rabi,19.75,49.34,31.8,19.31,66.7,6.57,91.31,19.5
Blackgram,Uttar Pradesh,Summer,10.0,72.47,29.91,32.87,66.32,6.77,64.69,18.08
Rice,Odisha,Autumn,52.51,62.64,36.58,25.46,82.82,6.26,168.99,29.07
Coconut,Karnataka,Whole Year,10.0,40.45,19.89,25.49,98.0,6.17,217.64,36.08
Apple,Tamil Nadu,Whole Year,10.0,111.74,174.13,27.76,91.02,5.54,139.58,28.26
Mango,Telangana ,Whole Year,10.0,17.0,36.52,30.42,69.1,6.47,86.26,26.21
Papaya,Assam,Whole Year,23.29,56.64,60.92,13.4,93.28,6.64,86.01,22.83
Mango,Madhya Pradesh,Whole Year,44.31,19.51,28.46,30.0,63.41,6.49,107.48,21.65
Coconut,Kerala,Whole Year,52.84,37.04,37.78,29.47,83.06,6.06,127.06,32.71
Grapes,Rajasthan,Whole Year,65.82,117.89,155.74,29.61,78.56,5.47,87.43,19.11
Banana,Kerala,Whole Year,81.72,62.94,51.58,27.56,74.14,6.26,104.22,24.97
Jute,Assam,Kharif,98.51,35.39,50.15,25.59,90.68,6.15,248.77,30.82
Jute,Assam,Kharif,85.3,52.68,39.3,22.01,81.37,7.11,225.59,25.62
Jute,West Bengal,Kharif,62.05,44.47,43.96,25.34,74.05,7.05,158.92,18.26
Orange,Assam,Kharif,33.56,32.54,17.17,33.08,90.81,5.51,103.93,26.12
Rice,Goa,Kharif,57.04,31.71,48.02,23.76,80.99,7.51,281.98,20.29
Blackgram,Uttar Pradesh,Kharif,41.69,59.61,31.74,26.47,66.75,7.01,107.03,27.13
Maize,Gujarat,Kharif,60.73,44.44,26.75,22.92,46.54,6.03,100.84,20.69
Blackgram,Karnataka,Kharif,29.69,55.94,34.3,22.89,73.84,7.13,132.71,27.31
Coconut,West Bengal,Whole Year,29.02,18.55,40.89,23.18,90.96,5.31,203.57,32.84
Blackgram,Gujarat,Kharif,14.2,95.96,24.05,31.93,70.07,6.2,132.26,22.96
Coconut,Tamil Nadu,Whole Year,58.05,24.36,35.03,28.92,85.98,5.75,105.89,29.44
Papaya,Assam,Kharif,42.79,68.87,53.84,36.43,90.3,7.23,75.83,21.94
Papaya,Karnataka,Whole Year,59.61,70.75,48.56,27.55,92.44,6.97,182.79,30.38
Rice,Nagaland,Kharif,89.74,39.05,32.16,25.57,85.0,5.66,191.56,33.3
Banana,Gujarat,Whole Year,70.85,77.81,44.81,28.99,78.28,6.0,142.86,33.77
Rice,Jharkhand,Winter,75.41,46.89,53.4,20.66,83.65,6.83,300.0,40.67
Coconut,West Bengal,Whole Year,17.24,27.5,47.17,30.04,98.0,5.82,186.88,33.51
Mango,Tamil Nadu,Whole Year,41.53,46.32,45.08,26.51,52.73,5.06,102.29,23.62
Mango,Madhya Pradesh,Whole Year,53.17,33.13,30.58,38.9,64.05,4.66,122.78,17.65
Coffee,Kerala,Whole Year,84.8,31.85,45.51,28.26,45.4,6.4,286.04,29.18
Coconut,Karnataka,Whole Year,33.52,19.73,31.82,23.27,93.23,6.55,121.65,26.97
Orange,Telangana ,Whole Year,28.11,28.14,17.41,12.94,89.97,8.04,142.51,29.89
Lentil,Uttarakhand,Rabi,30.49,57.65,30.49,26.35,65.28,6.89,32.71,18.57
Papaya,Assam,Kharif,33.75,57.18,53.58,20.24,88.51,6.43,62.78,17.76
Grapes,Telangana ,Whole Year,13.29,118.48,155.39,12.59,79.26,4.98,96.44,28.02
Coffee,Kerala,Whole Year,62.65,50.32,45.52,27.3,66.51,6.25,168.29,26.58
Rice,Chhattisgarh,Kharif,71.5,38.48,48.29,25.83,85.51,5.82,290.98,39.39
Rice,Meghalaya,Kharif,86.57,60.02,43.16,29.62,78.69,6.3,184.82,23.28
Apple,Tamil Nadu,Whole Year,10.0,111.74,174.13,27.76,91.02,5.54,139.58,28.26
Lentil,Nagaland,Rabi,40.35,67.53,31.53,20.16,65.96,8.07,28.95,13.9
Coffee,Kerala,Whole Year,62.65,50.32,45.52,27.3,66.51,6.25,168.29,26.58
Coconut,Karnataka,Whole Year,67.56,8.78,32.64,31.64,97.47,6.92,172.34,28.61
Jute,Assam,Kharif,36.97,39.44,47.13,23.24,97.89,6.83,161.51,41.07
Lentil,Uttarakhand,Rabi,38.29,30.68,34.39,19.11,59.33,6.31,65.62,20.1
Orange,Telangana ,Whole Year,42.11,29.23,24.45,10.0,98.0,7.76,104.95,27.89
Rice,Odisha,Autumn,79.27,55.84,44.98,27.5,82.68,7.64,119.98,23.67
Jute,Bihar,Kharif,49.01,44.72,35.11,22.44,74.46,7.09,218.97,28.66
Coconut,Kerala,Whole Year,28.59,45.9,31.88,25.64,96.57,6.87,203.34,30.95
Jute,Bihar,Kharif,72.53,39.57,25.09,26.81,86.47,6.13,172.57,24.85
Grapes,Karnataka,Whole Year,33.67,115.49,156.07,36.12,87.91,6.74,81.9,32.23
Papaya,Assam,Kharif,54.03,40.66,62.65,28.06,93.49,7.17,235.23,36.58
Grapes,Karnataka,Whole Year,36.43,110.56,168.57,10.0,84.82,6.61,109.16,28.37
Rice,Jammu and Kashmir ,Kharif,38.28,44.69,36.26,22.69,84.94,5.49,243.32,36.49
Blackgram,Madhya Pradesh,Kharif,30.8,73.15,11.58,27.52,74.7,7.25,126.5,25.96
Blackgram,Madhya Pradesh,Kharif,54.52,66.45,32.28,30.45,66.4,7.6,146.44,20.28
Banana,Uttar Pradesh,Whole Year,108.21,55.85,53.21,22.87,84.14,6.39,133.0,19.55
Orange,Assam,Kharif,10.0,34.62,17.0,32.63,95.29,7.74,117.38,32.73
Orange,Tamil Nadu,Whole Year,67.65,41.04,19.74,10.0,95.2,7.29,122.77,19.2
Maize,Punjab,Kharif,56.25,47.69,34.92,28.79,89.43,6.31,108.62,31.06
Apple,Tamil Nadu,Whole Year,35.71,102.26,171.16,23.43,87.3,5.68,143.25,22.13
Coconut,Karnataka,Whole Year,40.46,21.13,28.06,29.65,84.34,5.96,145.95,23.72
Jute,Tripura,Kharif,75.79,41.77,45.92,28.98,87.81,6.94,164.15,24.57
Maize,Uttarakhand,Kharif,81.26,38.5,37.22,22.14,74.74,6.39,149.96,36.91
Blackgram,Karnataka,Rabi,63.27,59.84,21.35,22.52,69.33,5.8,84.83,18.91
Rice,Maharashtra,Kharif,82.03,66.65,49.05,25.17,85.93,8.5,134.97,27.52
Lentil,Nagaland,Rabi,11.29,70.23,31.88,26.6,61.73,7.17,79.46,12.32
Jute,Madhya Pradesh,Kharif,56.51,48.27,24.57,28.6,73.74,6.29,179.17,25.55
Coffee,Kerala,Whole Year,84.8,31.85,45.51,28.26,45.4,6.4,286.04,29.18
Mango,Tamil Nadu,Whole Year,15.42,44.91,26.46,26.91,45.3,5.7,133.46,22.73
Orange,Assam,Kharif,10.0,13.14,22.94,10.0,85.25,6.81,120.38,31.73
Grapes,Karnataka,Whole Year,52.84,108.63,164.54,26.29,85.43,5.86,62.97,17.78
Maize,Telangana ,Kharif,69.75,61.36,25.1,12.31,79.47,6.27,115.0,28.47
Lentil,Uttarakhand,Rabi,90.3,74.25,29.18,27.39,63.33,7.39,63.71,24.08
Maize,Uttarakhand,Summer,64.17,65.8,30.29,28.55,57.09,6.56,37.47,18.97
Lentil,Uttarakhand,Rabi,10.0,73.67,29.65,29.04,57.59,6.72,22.33,13.84
Papaya,Telangana ,Whole Year,47.75,82.5,51.04,10.0,86.25,6.35,186.87,28.3
Coffee,Kerala,Whole Year,83.93,35.05,34.21,21.64,78.62,7.14,156.55,18.98
Blackgram,West Bengal,Kharif,18.58,57.01,35.17,30.92,75.03,6.96,101.23,27.15
Orange,Telangana ,Whole Year,15.7,16.11,15.94,29.83,92.53,6.09,109.92,37.22
Banana,Kerala,Whole Year,91.87,97.74,67.27,23.09,77.2,5.74,95.76,30.11
Maize,Uttar Pradesh,Summer,79.56,35.71,24.25,31.09,67.67,5.53,52.97,20.46
Blackgram,Odisha,Autumn,48.74,77.69,24.2,31.66,66.28,8.08,107.06,29.64
Grapes,Karnataka,Whole Year,16.53,131.37,175.75,40.0,86.54,5.48,114.51,26.76
Lentil,Uttarakhand,Rabi,10.0,51.15,37.43,30.29,63.99,7.36,53.17,18.02
Papaya,Andhra Pradesh,Kharif,73.8,76.73,47.87,40.0,94.89,6.49,218.05,28.79
Lentil,Nagaland,Rabi,10.0,57.93,20.94,22.44,62.26,6.87,29.95,25.78
Mango,Manipur,Whole Year,10.0,38.43,30.51,30.35,53.77,5.4,129.31,21.86
Papaya,Assam,Kharif,27.58,66.04,48.73,16.31,93.22,6.93,21.15,21.1
Coconut,Karnataka,Whole Year,31.09,16.31,36.98,24.94,77.04,5.65,173.85,26.38
Banana,Bihar,Whole Year,101.38,79.41,48.43,25.04,79.04,6.31,153.99,31.18
Grapes,Karnataka,Whole Year,10.0,130.16,173.01,21.93,75.91,6.01,98.04,28.89
Rice,Tripura,Kharif,75.76,56.24,48.51,27.68,82.69,5.98,178.09,30.66
Jute,West Bengal,Kharif,72.22,39.71,44.7,27.96,75.35,6.54,202.58,33.55
Banana,Gujarat,Whole Year,73.66,99.93,46.21,26.77,81.06,5.94,129.89,30.7
Coconut,Kerala,Whole Year,17.14,12.07,42.12,26.58,85.68,6.31,170.12,33.74
Jute,Bihar,Kharif,44.36,72.13,44.59,26.35,82.15,8.41,170.63,32.51
Rice,Madhya Pradesh,Kharif,37.32,55.91,43.64,34.66,82.55,7.8,186.38,30.11
Coffee,Kerala,Whole Year,62.65,50.32,45.52,27.3,66.51,6.25,168.29,26.58
Maize,Maharashtra,Kharif,111.62,48.18,30.53,19.38,73.98,5.61,141.3,28.03
Lentil,Nagaland,Rabi,38.68,70.89,31.9,15.91,60.72,4.97,63.03,25.41
Lentil,Uttarakhand,Rabi,30.49,57.65,30.49,26.35,65.28,6.89,32.71,18.57
Rice,Bihar,Summer,70.73,32.12,52.43,30.36,79.92,6.44,183.0,34.86
Orange,Assam,Whole Year,22.61,11.62,21.94,13.42,94.49,8.5,126.19,36.03
Jute,Meghalaya,Kharif,77.74,47.18,44.2,30.48,90.14,6.7,205.16,29.89
Maize,Jharkhand,Autumn,64.01,52.58,30.6,24.48,77.5,6.45,107.54,22.8
Jute,West Bengal,Kharif,53.26,60.48,48.75,26.21,85.16,4.5,170.36,30.6
Coconut,Andhra Pradesh,Whole Year,24.8,34.02,34.07,30.87,89.96,5.59,248.73,40.37
Grapes,Rajasthan,Whole Year,10.0,105.6,161.57,17.21,88.54,6.2,100.23,26.8
Jute,Assam,Kharif,94.06,53.0,50.62,27.45,85.05,7.06,183.92,29.08
Jute,Bihar,Kharif,69.26,47.71,44.46,26.02,76.04,6.93,204.97,36.05
Coconut,Assam,Whole Year,35.16,28.1,42.13,25.07,85.47,6.9,222.58,26.96
Coffee,Kerala,Whole Year,62.65,50.32,45.52,27.3,66.51,6.25,168.29,26.58
Orange,Andhra Pradesh,Whole Year,35.89,52.05,27.15,31.21,87.44,7.73,123.28,32.59
Papaya,Manipur,Whole Year,69.47,43.79,44.11,33.8,93.7,7.1,155.0,31.16
Banana,Chhattisgarh,Whole Year,80.2,50.49,62.61,26.49,85.07,6.04,119.27,27.78
Apple,Tamil Nadu,Whole Year,35.71,102.26,171.16,23.43,87.3,5.68,143.25,22.13
Jute,Bihar,Kharif,72.46,30.81,61.36,25.08,76.65,6.54,203.45,26.83
Orange,Tamil Nadu,Whole Year,40.31,13.81,22.37,10.0,95.48,6.0,111.05,32.33
Blackgram,Uttar Pradesh,Kharif,74.83,91.2,30.26,31.47,82.78,7.14,90.35,22.67
Mango,Karnataka,Whole Year,10.0,28.11,46.04,24.38,52.41,4.87,131.43,21.99
Blackgram,Telangana ,Rabi,42.12,62.64,23.91,34.34,69.34,6.84,60.88,20.45
Rice,Maharashtra,Summer,82.59,42.35,26.83,25.66,74.41,8.09,185.44,28.1
Apple,Tamil Nadu,Whole Year,26.14,133.63,168.63,28.27,94.56,6.41,104.04,30.49
Maize,Assam,Kharif,86.26,33.57,37.01,26.22,67.46,5.53,121.37,25.08
Blackgram,Bihar,Kharif,28.25,70.6,29.04,30.63,78.81,6.76,131.52,33.77
Coconut,Karnataka,Whole Year,36.87,39.83,37.99,27.04,83.12,6.46,190.5,29.49
Papaya,Tamil Nadu,Whole Year,58.66,68.13,52.79,32.89,88.94,6.49,146.89,24.65
Coconut,Tamil Nadu,Whole Year,31.21,26.04,36.75,28.51,97.44,6.5,117.29,26.14
Blackgram,Bihar,Kharif,33.49,88.06,27.09,29.73,67.82,7.31,139.71,22.6
Banana,Assam,Whole Year,96.07,77.15,57.54,25.75,85.4,7.01,117.9,33.95
Lentil,Uttarakhand,Rabi,90.3,74.25,29.18,27.39,63.33,7.39,63.71,24.08
Papaya,Madhya Pradesh,Whole Year,33.37,62.28,49.87,40.0,90.64,6.17,263.92,27.2
Banana,Kerala,Whole Year,93.94,83.86,56.75,27.5,86.52,7.04,128.17,27.24
Coconut,Telangana ,Whole Year,31.81,51.35,36.29,28.94,94.28,6.06,166.15,33.91
Coconut,Assam,Whole Year,32.6,35.59,31.47,25.78,97.6,5.83,157.36,34.34
Maize,Uttar Pradesh,Kharif,90.52,37.63,28.33,25.39,83.94,6.05,101.48,28.19
Rice,Karnataka,Summer,73.5,62.06,36.18,23.55,71.11,4.9,187.81,18.74
Papaya,Assam,Kharif,36.69,52.33,64.74,27.58,90.31,6.52,128.48,18.62
Rice,Bihar,Summer,111.32,48.58,31.87,29.5,82.21,7.83,234.96,37.25
Banana,Tamil Nadu,Whole Year,85.29,72.64,60.58,24.26,85.46,6.42,124.51,35.7
Blackgram,Assam,Rabi,45.59,68.89,22.46,20.06,61.91,7.55,36.65,20.25
Jute,Tripura,Kharif,58.42,58.99,36.64,29.83,93.83,6.46,220.38,32.99
Mango,Karnataka,Whole Year,51.06,49.99,30.3,31.31,51.36,4.5,133.85,10.0
Rice,Kerala,Autumn,86.87,44.41,34.96,18.24,80.11,4.85,184.08,39.21
Maize,Assam,Kharif,100.13,56.98,34.27,33.61,92.75,6.68,115.1,29.2
Lentil,Nagaland,Rabi,29.9,48.23,13.12,27.95,53.68,6.22,80.15,26.13
Banana,Gujarat,Whole Year,82.56,91.0,51.68,30.15,76.82,6.36,92.65,23.62
Coffee,Kerala,Whole Year,113.51,21.19,44.22,25.91,83.59,7.77,140.58,33.81
Jute,Nagaland,Kharif,61.41,30.28,37.95,31.22,79.34,6.62,199.75,27.1
Banana,Kerala,Whole Year,94.58,51.61,48.05,29.87,89.82,6.56,108.51,21.34
Jute,Assam,Kharif,44.53,50.93,54.8,28.2,72.88,6.86,166.38,23.79
Maize,Telangana ,Kharif,81.01,51.64,32.49,26.16,69.57,6.63,113.17,23.36
Apple,Tamil Nadu,Whole Year,26.14,133.63,168.63,28.27,94.56,6.41,104.04,30.49
Grapes,Andhra Pradesh,Kharif,10.0,110.23,166.18,10.0,79.6,5.58,120.28,26.23
Banana,Uttar Pradesh,Summer,93.22,97.0,57.06,30.39,79.02,6.72,90.23,29.46
Coconut,Karnataka,Whole Year,19.18,14.52,30.78,23.64,98.0,6.54,184.06,28.87
Orange,Assam,Kharif,39.32,49.78,11.62,10.0,97.32,4.5,147.36,32.59
Rice,Madhya Pradesh,Whole Year,104.3,65.37,35.44,25.15,86.97,6.01,187.95,35.17
Maize,Uttar Pradesh,Rabi,72.65,32.66,24.83,23.4,82.09,6.18,41.16,28.05
Maize,Uttar Pradesh,Summer,57.89,46.73,29.21,19.31,65.42,6.36,65.37,10.0
Jute,West Bengal,Kharif,85.77,36.03,42.48,27.65,92.85,6.49,240.2,27.28
Coffee,Kerala,Whole Year,83.93,35.05,34.21,21.64,78.62,7.14,156.55,18.98
Banana,Bihar,Whole Year,102.14,84.77,55.07,25.78,78.67,6.56,102.28,16.94
Maize,Odisha,Rabi,49.96,67.73,36.97,26.19,86.3,5.99,60.66,27.01
Apple,Tamil Nadu,Whole Year,35.71,102.26,171.16,23.43,87.3,5.68,143.25,22.13
Coconut,Karnataka,Whole Year,11.12,16.41,19.42,27.97,96.44,6.59,241.93,32.21
Apple,Tamil Nadu,Whole Year,26.14,133.63,168.63,28.27,94.56,6.41,104.04,30.49
Blackgram,Karnataka,Kharif,41.48,62.61,33.99,28.53,71.26,6.69,80.2,24.21
Lentil,Nagaland,Rabi,42.9,69.49,21.49,18.91,68.76,7.81,22.92,19.61
Blackgram,West Bengal,Kharif,43.74,51.76,18.24,33.89,79.75,6.99,86.47,15.49
Blackgram,Uttar Pradesh,Summer,51.03,85.99,25.08,30.75,72.4,6.93,59.61,20.39
Orange,Tamil Nadu,Whole Year,23.12,33.66,17.7,31.81,94.93,5.33,155.99,33.14
Papaya,Manipur,Whole Year,56.27,72.3,39.82,39.24,98.0,7.18,36.98,22.54
Banana,Bihar,Whole Year,67.39,73.5,56.96,28.85,81.34,6.5,123.0,29.18
Maize,Tamil Nadu,Kharif,78.29,51.93,31.22,31.16,71.54,6.47,144.07,32.38
Coconut,Dadra and Nagar Haveli,Kharif,29.93,8.69,40.29,30.66,91.2,5.89,154.78,31.77
Blackgram,Uttar Pradesh,Kharif,72.12,60.83,35.92,31.17,72.13,6.69,98.27,22.41
Papaya,Madhya Pradesh,Whole Year,25.3,59.3,61.82,29.79,89.73,6.92,223.9,28.59
Coffee,Kerala,Whole Year,62.65,50.32,45.52,27.3,66.51,6.25,168.29,26.58
Mango,Madhya Pradesh,Whole Year,31.28,32.82,25.97,33.21,55.71,6.25,133.09,21.05
Banana,Gujarat,Whole Year,67.22,76.13,54.03,29.33,85.34,5.76,135.9,33.27
Blackgram,Andhra Pradesh,Kharif,38.35,68.98,30.98,28.25,65.87,6.12,98.8,26.88
Maize,Maharashtra,Kharif,44.19,38.96,41.26,29.34,69.18,6.51,79.36,21.13
Maize,Uttar Pradesh,Rabi,92.94,48.97,21.22,25.68,57.54,6.41,49.79,13.93
Grapes,Tamil Nadu,Whole Year,25.77,121.76,177.15,40.0,84.38,6.6,65.19,29.1
Lentil,Uttarakhand,Rabi,10.0,51.15,37.43,30.29,63.99,7.36,53.17,18.02
Mango,Manipur,Whole Year,34.79,50.32,24.83,37.57,61.98,6.39,77.77,20.83
Orange,Assam,Kharif,39.19,32.26,29.92,21.47,87.98,5.89,142.88,27.38
Jute,Assam,Kharif,86.36,59.21,39.81,30.44,66.61,6.6,111.56,28.02
Blackgram,Chhattisgarh,Kharif,73.18,54.75,35.41,32.69,68.47,7.41,108.94,26.61
Banana,Assam,Whole Year,69.59,63.22,45.47,28.01,78.96,5.99,74.29,23.64
Apple,Tamil Nadu,Whole Year,26.14,133.63,168.63,28.27,94.56,6.41,104.04,30.49
Jute,Bihar,Kharif,69.95,68.13,45.09,23.26,69.01,6.48,207.7,36.8
Maize,West Bengal,Summer,61.81,58.41,27.11,29.06,72.84,7.04,95.83,13.11
Blackgram,Bihar,Kharif,82.99,61.51,16.61,33.36,75.98,6.64,123.98,28.7
Orange,Manipur,Whole Year,51.56,9.46,17.53,21.1,93.95,7.16,108.09,20.92
Rice,Bihar,Autumn,80.51,48.27,34.2,20.98,76.79,6.45,300.0,33.87
Maize,Odisha,Autumn,68.42,72.95,31.8,30.86,56.63,6.1,84.02,23.27
Blackgram,Uttar Pradesh,Kharif,54.57,62.07,25.96,28.73,82.55,6.66,83.54,26.51
Papaya,Assam,Whole Year,37.79,63.79,66.91,40.0,96.49,7.02,174.68,29.13
Apple,Tamil Nadu,Whole Year,10.0,111.74,174.13,27.76,91.02,5.54,139.58,28.26
Banana,Kerala,Whole Year,84.02,58.36,54.92,27.16,67.07,5.7,93.06,21.25
Coconut,Tamil Nadu,Whole Year,35.54,26.06,44.05,23.47,86.51,5.24,161.52,34.69
Coffee,Kerala,Whole Year,82.84,27.08,44.8,22.16,72.21,7.06,132.8,25.98
Rice,Bihar,Autumn,79.69,43.82,39.6,28.32,74.38,7.45,289.66,39.17
Jute,West Bengal,Kharif,63.73,46.02,43.37,30.79,98.0,5.44,188.09,35.57
Lentil,Nagaland,Rabi,40.35,67.53,31.53,20.16,65.96,8.07,28.95,13.9
Grapes,Maharashtra,Whole Year,10.0,138.66,167.25,18.85,85.62,6.0,113.53,27.86
Coconut,West Bengal,Whole Year,13.24,17.37,53.36,23.99,85.63,6.49,158.04,32.08
Banana,Tamil Nadu,Kharif,69.58,93.7,65.8,29.18,82.44,5.79,143.59,27.84
Maize,Madhya Pradesh,Kharif,80.08,56.46,26.76,19.32,79.42,6.37,148.31,27.51
Jute,Tripura,Kharif,113.77,57.19,41.47,23.82,87.3,6.86,181.53,28.14
Coconut,Karnataka,Whole Year,43.01,23.26,29.22,29.73,88.12,6.06,184.35,29.29
Rice,Uttar Pradesh,Kharif,69.94,47.49,45.89,26.28,83.92,6.99,209.52,35.82
Rice,Karnataka,Kharif,69.16,39.1,45.4,25.07,88.45,5.88,276.75,30.75
Lentil,Uttarakhand,Rabi,19.52,55.88,19.22,23.88,62.68,6.78,21.11,28.23
Apple,Tamil Nadu,Whole Year,26.14,133.63,168.63,28.27,94.56,6.41,104.04,30.49
Orange,Assam,Kharif,28.24,37.95,16.92,10.0,83.73,7.53,104.08,27.91
Coffee,Kerala,Whole Year,71.09,38.75,41.56,28.6,68.22,6.84,227.55,17.2
Coconut,Puducherry,Whole Year,31.34,52.79,34.18,27.89,96.12,6.05,223.99,28.87
Coconut,Andhra Pradesh,Whole Year,10.0,41.42,35.67,33.14,94.25,5.76,139.87,37.41
Papaya,Tamil Nadu,Whole Year,82.65,59.73,52.45,36.2,86.52,6.6,300.0,37.39
Banana,Karnataka,Whole Year,91.92,118.29,32.77,28.56,85.1,6.43,175.71,22.87
Mango,Tamil Nadu,Whole Year,42.37,55.11,32.76,31.25,67.32,5.84,103.81,23.09
Lentil,Uttarakhand,Rabi,72.97,75.86,20.47,16.34,60.2,6.17,51.04,21.29
Rice,Tamil Nadu,Kharif,90.92,56.43,43.58,25.28,84.4,5.53,223.86,35.74
Banana,Chhattisgarh,Whole Year,73.0,70.21,67.18,31.67,80.09,6.4,146.88,27.51
Orange,Telangana ,Whole Year,37.4,5.0,17.32,19.31,93.75,6.89,74.15,25.6
Mango,Maharashtra,Whole Year,46.77,60.93,21.24,22.29,53.09,5.99,135.89,20.9
Rice,Odisha,Autumn,65.7,46.81,50.23,24.24,86.21,6.45,186.51,32.31
